disease_id,gene,disease_name,omim_id,inheritance,phenotype_concern_list
D0171,CYP17A1,"17-alpha-hydroxylase/17,20-lyase deficiency",OMIM:202110,AR,growth / weight concern; musculoskeletal concern; renal / urinary concern; skin concern
D0008,ACADSB,2-methylbutyrylglycinuria,OMIM:610006,AR,developmental delay concern; renal / urinary concern; respiratory concern; seizure-like event concern; vision / ocular tracking concern
D0311,HIBCH,3-hydroxyisobutryl-CoA hydrolase deficiency,OMIM:250620,AR,developmental delay concern; developmental regression concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; renal / urinary concern; respiratory / cardiopulmonary concern; seizure-like event concern; vision / ocular tracking concern
D0391,MCCC1,3-Methylcrotonyl-CoA carboxylase 1 deficiency,OMIM:210200,AR,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; growth / weight concern; language / cognitive concern; renal / urinary concern; respiratory concern; seizure-like event concern
D0392,MCCC2,3-Methylcrotonyl-CoA carboxylase 2 deficiency,OMIM:210210,AR,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; growth / weight concern; language / cognitive concern; recurrent / unusual infection concern; renal / urinary concern; seizure-like event concern; skin concern
D0558,SERAC1,"3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome",OMIM:614739,AR,developmental delay concern; developmental regression concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; hearing concern; language / cognitive concern; recurrent / unusual infection concern; renal / urinary concern; seizure-like event concern
D0067,AUH,"3-methylglutaconic aciduria, type I",OMIM:250950,AR,developmental delay concern; gait / coordination concern; growth / weight concern; language / cognitive concern; renal / urinary concern; seizure-like event concern; social interaction / behavioral concern
D0202,DNAJC19,"3-methylglutaconic aciduria, type V",OMIM:610198,AR,developmental delay concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; hematologic / bleeding concern; language / cognitive concern; motor weakness concern; renal / urinary concern; respiratory / cardiopulmonary concern; seizure-like event concern
D0144,CLPB,"3-methylglutaconic aciduria, type VIIA, autosomal dominant",OMIM:619835,AD,developmental delay concern; developmental regression concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; hematologic / bleeding concern; language / cognitive concern; musculoskeletal concern; recurrent / unusual infection concern; renal / urinary concern; respiratory concern; seizure-like event concern; vision / ocular tracking concern
D0145,CLPB,"3-methylglutaconic aciduria, type VIIB, autosomal recessive",OMIM:616271,AR,developmental delay concern; gastrointestinal concern; renal / urinary concern; seizure-like event concern
D0415,MTTP,Abetalipoproteinemia,OMIM:200100,AR,gait / coordination concern; gastrointestinal concern
D0001,AAAS,Achalasia-addisonianism-alacrimia syndrome,OMIM:231550,AR,developmental delay concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; language / cognitive concern; motor weakness concern; skin concern
D0252,FGFR3,Achondroplasia,OMIM:100800,AD,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; growth / weight concern; hearing concern; musculoskeletal concern; recurrent / unusual infection concern; respiratory concern
D0587,SLC39A4,Acrodermatitis enteropathica,OMIM:201100,AR,gait / coordination concern; gastrointestinal concern; growth / weight concern; recurrent / unusual infection concern; skin concern; social interaction / behavioral concern
D0007,ACADS,"Acyl-CoA dehydrogenase, short-chain, deficiency of",OMIM:201470,AR,developmental delay concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; language / cognitive concern; musculoskeletal concern; renal / urinary concern; respiratory / cardiopulmonary concern; seizure-like event concern; vision / ocular tracking concern
D0051,APRT,Adenine phosphoribosyltransferase deficiency,OMIM:614723,AR,gastrointestinal concern; musculoskeletal concern; renal / urinary concern
D0023,ADSL,Adenylosuccinase deficiency,OMIM:103050,AR,developmental delay concern; gait / coordination concern; growth / weight concern; language / cognitive concern; renal / urinary concern; seizure-like event concern; social interaction / behavioral concern; vision / ocular tracking concern
D0326,HSD3B2,"Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency",OMIM:201810,AR,renal / urinary concern
D0439,NR0B1,"Adrenal hypoplasia, congenital",OMIM:300200,XLR,growth / weight concern; renal / urinary concern; skin concern
D0169,CYP11A1,"Adrenal insufficiency, congenital, with 46XY sex reversal, partial or complete",OMIM:613743,AR,renal / urinary concern; skin concern
D0625,TBX19,Adrenocorticotropic hormone deficiency,OMIM:201400,AR,gastrointestinal concern; seizure-like event concern; skin concern
D0003,ABCD1,Adrenoleukodystrophy,OMIM:300100,XLR,gait / coordination concern; gastrointestinal concern; hearing concern; language / cognitive concern; motor weakness concern; renal / urinary concern; seizure-like event concern; skin concern; social interaction / behavioral concern; vision / ocular tracking concern
D0249,FGA,"Afibrinogenemia, congenital",OMIM:202400,AR,gastrointestinal concern; hematologic / bleeding concern; skin concern
D0250,FGB,"Afibrinogenemia, congenital",OMIM:202400,AR,gastrointestinal concern; hematologic / bleeding concern; skin concern
D0253,FGG,"Afibrinogenemia, congenital",OMIM:202400,AR,gastrointestinal concern; hematologic / bleeding concern; skin concern
D0334,IGHM,Agammaglobulinemia 1,OMIM:601495,AR,recurrent / unusual infection concern; respiratory concern
D0335,IGLL1,Agammaglobulinemia 2,OMIM:613500,AR,growth / weight concern
D0111,CD79A,Agammaglobulinemia 3,OMIM:613501,AR,gastrointestinal concern; growth / weight concern; recurrent / unusual infection concern; respiratory concern
D0076,BLNK,Agammaglobulinemia 4,OMIM:613502,AR,gastrointestinal concern; recurrent / unusual infection concern; respiratory concern
D0112,CD79B,Agammaglobulinemia 6,OMIM:612692,AR,gastrointestinal concern; recurrent / unusual infection concern; respiratory concern
D0487,PIK3R1,Agammaglobulinemia 7,OMIM:615214,AR,recurrent / unusual infection concern; respiratory concern; skin concern
D0568,SLC16A2,Allan-Herndon-Dudley syndrome,OMIM:300523,XLR,developmental delay concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; language / cognitive concern; musculoskeletal concern; vision / ocular tracking concern
D0010,ACAT1,Alpha-methylacetoacetic aciduria,OMIM:203750,AR,developmental delay concern; gastrointestinal concern; language / cognitive concern; renal / urinary concern
D0668,COL4A3,"Alport syndrome 3B, autosomal recessive",OMIM:620536,AR,renal / urinary concern
D0669,COL4A4,"Alport syndrome 2, autosomal recessive",OMIM:203780,AR,renal / urinary concern
D0670,COL4A5,"Alport syndrome 1, X-linked",OMIM:301050,XLD,renal / urinary concern
D0322,HSD11B2,Apparent mineralocorticoid excess,OMIM:218030,AR,growth / weight concern
D0356,KAT6A,Arboleda-Tham syndrome,OMIM:616268,AD,developmental delay concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; language / cognitive concern; musculoskeletal concern; recurrent / unusual infection concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern; seizure-like event concern; skin concern; social interaction / behavioral concern; vision / ocular tracking concern
D0054,ARG1,Argininemia,OMIM:207800,AR,developmental delay concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; language / cognitive concern; renal / urinary concern; seizure-like event concern; social interaction / behavioral concern
D0060,ASL,Argininosuccinic aciduria,OMIM:207900,AR,developmental delay concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; language / cognitive concern; renal / urinary concern; seizure-like event concern; skin concern
D0178,DDC,Aromatic amino acid decarboxylase deficiency,OMIM:608643,AR,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; renal / urinary concern; respiratory concern; skin concern; social interaction / behavioral concern
D0224,ENPP1,"Arterial calcification, generalized, of infancy, 1",OMIM:208000,AR,growth / weight concern; musculoskeletal concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern
D0544,SAMD9L,Ataxia pancytopenia syndrome,OMIM:159550,AD,gait / coordination concern; hematologic / bleeding concern; language / cognitive concern; vision / ocular tracking concern
D0650,TTPA,Ataxia with vitamin E deficiency,OMIM:277460,AR,gait / coordination concern; language / cognitive concern; skin concern
D0630,TF,Atransferrinemia,OMIM:209300,AR,gastrointestinal concern; hematologic / bleeding concern
D0431,NKX2-5,Atrial septal defect with atrioventricular conduction defects,OMIM:108900,AD,respiratory / cardiopulmonary concern; respiratory concern
D0448,OTOF,"Auditory neuropathy, autosomal recessive, 1",OMIM:601071,AR,hearing concern
D0030,AIRE,"Autoimmune polyendocrinopathy syndrome, type I, with or without reversible metaphyseal dysplasia",OMIM:240300,AR,gastrointestinal concern; recurrent / unusual infection concern; renal / urinary concern; respiratory concern; seizure-like event concern; skin concern; vision / ocular tracking concern
D0345,INS,"Autosomal dominant diabetes mellitus, permanent neonatal 4",OMIM:618858,AR,growth / weight concern
D0062,ASXL3,Bainbridge-Ropers syndrome,OMIM:615485,AD,developmental delay concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; language / cognitive concern; musculoskeletal concern; recurrent / unusual infection concern; respiratory concern; seizure-like event concern; skin concern; social interaction / behavioral concern; vision / ocular tracking concern
D0255,FOXE1,Bamforth-Lazarus syndrome,OMIM:241850,AR,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; musculoskeletal concern; recurrent / unusual infection concern; respiratory concern
D0014,ACTB,Baraitser-Winter syndrome 1,OMIM:243310,AD,developmental delay concern; growth / weight concern; hearing concern; language / cognitive concern; musculoskeletal concern; respiratory / cardiopulmonary concern; seizure-like event concern; skin concern
D0015,ACTG1,Baraitser-Winter syndrome 2,OMIM:614583,AD,developmental delay concern; growth / weight concern; hearing concern; language / cognitive concern; seizure-like event concern; skin concern
D0142,CIITA,"Bare lymphocyte syndrome, type II, complementation group A",OMIM:209920,AR,gastrointestinal concern; growth / weight concern; recurrent / unusual infection concern; renal / urinary concern; respiratory concern; skin concern
D0522,RFXANK,"Bare lymphocyte syndrome, type II, complementation group B",OMIM:620815,AR,developmental delay concern; gastrointestinal concern; growth / weight concern; hematologic / bleeding concern; recurrent / unusual infection concern; respiratory concern; skin concern
D0521,RFX5,"Bare lymphocyte syndrome, type II, complementation group C",OMIM:620816,AR,gastrointestinal concern; growth / weight concern; musculoskeletal concern; recurrent / unusual infection concern; respiratory concern; skin concern
D0523,RFXAP,"Bare lymphocyte syndrome, type II, complementation group D",OMIM:620817,AR,developmental delay concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; motor weakness concern; recurrent / unusual infection concern; respiratory concern
D0622,TAFAZZIN,Barth syndrome,OMIM:302060,XLR,developmental delay concern; fatigability / low stamina concern; gait / coordination concern; growth / weight concern; hematologic / bleeding concern; motor weakness concern; recurrent / unusual infection concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern; skin concern
D0567,SLC12A1,"Bartter syndrome, type 1",OMIM:601678,AR,developmental delay concern; gastrointestinal concern; growth / weight concern; language / cognitive concern; motor weakness concern; renal / urinary concern; seizure-like event concern; systemic red flag concern
D0358,KCNJ1,"Bartter syndrome, type 2",OMIM:241200,AR,developmental delay concern; gastrointestinal concern; growth / weight concern; language / cognitive concern; motor weakness concern; renal / urinary concern; seizure-like event concern; social interaction / behavioral concern; systemic red flag concern
D0385,MAGED2,"Bartter syndrome, type 5, antenatal, transient",OMIM:300971,XLR,renal / urinary concern
D0188,DMD,Becker muscular dystrophy,OMIM:300376,XLR,motor weakness concern; musculoskeletal concern; respiratory / cardiopulmonary concern
D0293,GP1BA,"Bernard-Soulier syndrome, type A1 (recessive)",OMIM:231200,AR,gastrointestinal concern; hematologic / bleeding concern; skin concern
D0294,GP1BB,"Bernard-Soulier syndrome, type B",OMIM:231200,AR,gastrointestinal concern; hematologic / bleeding concern; skin concern
D0295,GP9,"Bernard-Soulier syndrome, type C",OMIM:231200,AR,gastrointestinal concern; hematologic / bleeding concern; skin concern
D0305,HBB,Beta Thalassemia,OMIM:613985,AR,hematologic / bleeding concern
D0071,BAAT,Bile acid conjugation defect 1,OMIM:619232,AR,gastrointestinal concern; skin concern
D0327,HSD3B7,"Bile acid synthesis defect, congenital, 1",OMIM:607765,AR,gastrointestinal concern; growth / weight concern; recurrent / unusual infection concern; skin concern
D0032,AKR1D1,"Bile acid synthesis defect, congenital, 2",OMIM:235555,AR,gastrointestinal concern; growth / weight concern; skin concern
D0175,CYP7B1,"Bile acid synthesis defect, congenital, 3",OMIM:613812,AR,gastrointestinal concern; growth / weight concern; hematologic / bleeding concern; recurrent / unusual infection concern; skin concern
D0042,AMACR,"Bile acid synthesis defect, congenital, 4",OMIM:214950,AR,gastrointestinal concern; growth / weight concern; hematologic / bleeding concern; recurrent / unusual infection concern; skin concern
D0078,BTD,Biotinidase deficiency,OMIM:253260,AR,developmental delay concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; hearing concern; recurrent / unusual infection concern; renal / urinary concern; respiratory concern; seizure-like event concern; skin concern; vision / ocular tracking concern
D0203,DNAJC21,Bone marrow failure syndrome 3,OMIM:617052,AR,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; growth / weight concern; hearing concern; hematologic / bleeding concern; musculoskeletal concern; recurrent / unusual infection concern; skin concern; social interaction / behavioral concern
D0074,BCKDK,Branched-chain ketoacid dehydrogenase kinase deficiency,OMIM:614923,AR,developmental delay concern; developmental regression concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; hearing concern; language / cognitive concern; recurrent / unusual infection concern; renal / urinary concern; seizure-like event concern; skin concern; social interaction / behavioral concern
D0593,SLC52A3,Brown-Vialetto-Van Laere syndrome 1,OMIM:211530,AR,feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; hearing concern; motor weakness concern; recurrent / unusual infection concern; respiratory concern; vision / ocular tracking concern
D0592,SLC52A2,Brown-Vialetto-Van Laere syndrome 2,OMIM:614707,AR,feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; hearing concern; motor weakness concern; musculoskeletal concern; renal / urinary concern; respiratory concern; social interaction / behavioral concern; vision / ocular tracking concern
D0080,C2,C2 deficiency,OMIM:217000,AR,hematologic / bleeding concern; recurrent / unusual infection concern; skin concern
D0081,C3,C3 deficiency,OMIM:613779,AR,recurrent / unusual infection concern; renal / urinary concern; respiratory concern; systemic red flag concern
D0082,C5,C5 deficiency,OMIM:609536,AR,gastrointestinal concern; recurrent / unusual infection concern; skin concern
D0083,C6,C6 deficiency,OMIM:612446,AR,recurrent / unusual infection concern
D0084,C7,C7 deficiency,OMIM:610102,AR,recurrent / unusual infection concern
D0085,C8A,"C8 deficiency, type I",OMIM:613790,AR,recurrent / unusual infection concern
D0086,C8B,"C8 deficiency, type II",OMIM:613789,AR,recurrent / unusual infection concern
D0087,C9,C9 deficiency,OMIM:613825,AR,recurrent / unusual infection concern
D0156,CPS1,Carbamoyl phosphate synthetase I deficiency,OMIM:237300,AR,developmental delay concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; language / cognitive concern; seizure-like event concern
D0640,TRDN,"Cardiac arrhythmia syndrome, with or without skeletal muscle weakness",OMIM:615441,AR,motor weakness concern; respiratory / cardiopulmonary concern
D0157,CPT1A,Carnitine palmitoyltransferase I deficiency,OMIM:255120,AR,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; motor weakness concern; renal / urinary concern; respiratory / cardiopulmonary concern; seizure-like event concern
D0158,CPT2,"Carnitine palmitoyltransferase II deficiency, infantile",OMIM:600649,AR,gastrointestinal concern; respiratory / cardiopulmonary concern; respiratory concern; seizure-like event concern
D0577,SLC25A20,Carnitine-acylcarnitine translocase deficiency,OMIM:212138,AR,gastrointestinal concern; motor weakness concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern; seizure-like event concern
D0271,GAMT,Cerebral creatine deficiency syndrome 2,OMIM:612736,AR,developmental delay concern; developmental regression concern; gait / coordination concern; gastrointestinal concern; language / cognitive concern; renal / urinary concern; seizure-like event concern; social interaction / behavioral concern
D0274,GATM,Cerebral creatine deficiency syndrome 3,OMIM:612718,AR,developmental delay concern; growth / weight concern; language / cognitive concern; motor weakness concern; renal / urinary concern; seizure-like event concern; social interaction / behavioral concern
D0172,CYP27A1,Cerebrotendinous xanthomatosis,OMIM:213700,AR,developmental delay concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; language / cognitive concern; motor weakness concern; renal / urinary concern; respiratory concern; seizure-like event concern; skin concern
D0639,TPP1,"Ceroid lipofuscinosis, neuronal, 2",OMIM:204500,AR,developmental delay concern; developmental regression concern; gait / coordination concern; language / cognitive concern; seizure-like event concern; vision / ocular tracking concern
D0130,CHD7,CHARGE syndrome,OMIM:214800,AD,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; growth / weight concern; hearing concern; language / cognitive concern; motor weakness concern; musculoskeletal concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern; skin concern; social interaction / behavioral concern
D0384,LYST,Chediak-Higashi Syndrome,OMIM:214500,AR,developmental delay concern; gait / coordination concern; gastrointestinal concern; hematologic / bleeding concern; language / cognitive concern; motor weakness concern; recurrent / unusual infection concern; seizure-like event concern; skin concern; social interaction / behavioral concern; vision / ocular tracking concern
D0377,LIPA,Cholesteryl ester storage disease,OMIM:278000,AR,gastrointestinal concern; growth / weight concern; hematologic / bleeding concern
D0430,NKX2-1,"Choreoathetosis, hypothyroidism, and neonatal respiratory distress",OMIM:610978,AD,developmental delay concern; gait / coordination concern; language / cognitive concern; recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0424,NCF4,Chronic granulomatous disease 2,OMIM:613960,AR,gastrointestinal concern; musculoskeletal concern; recurrent / unusual infection concern; respiratory concern; skin concern
D0423,NCF2,Chronic granulomatous disease 3,OMIM:233710,AR,gastrointestinal concern; growth / weight concern; musculoskeletal concern; recurrent / unusual infection concern; renal / urinary concern; respiratory concern; skin concern
D0166,CYBA,Chronic granulomatous disease 4,OMIM:233690,AR,gastrointestinal concern; musculoskeletal concern; recurrent / unusual infection concern; respiratory concern; skin concern
D0168,CYBC1,Chronic granulomatous disease 5,OMIM:618935,AR,gastrointestinal concern; growth / weight concern; hematologic / bleeding concern; recurrent / unusual infection concern; renal / urinary concern; respiratory concern; skin concern; systemic red flag concern
D0167,CYBB,Chronic granulomatous disease x-linked,OMIM:306400,XLR,gastrointestinal concern; musculoskeletal concern; recurrent / unusual infection concern; respiratory concern; skin concern; systemic red flag concern
D0486,PHIP,Chung-Jansen syndrome,OMIM:617991,AD,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; growth / weight concern; language / cognitive concern; musculoskeletal concern; respiratory concern; skin concern; social interaction / behavioral concern; vision / ocular tracking concern
D0545,SAR1B,Chylomicron retention disease,OMIM:246700,AR,developmental delay concern; gastrointestinal concern; growth / weight concern; language / cognitive concern
D0200,DNAI1,"Ciliary dyskinesia, primary, 1",OMIM:244400,AR,gastrointestinal concern; hearing concern; recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0192,DNAAF2,"Ciliary dyskinesia, primary, 10",OMIM:612518,AR,recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0541,RSPH4A,"Ciliary dyskinesia, primary, 11",OMIM:612649,AR,fatigability / low stamina concern; growth / weight concern; recurrent / unusual infection concern; respiratory concern
D0542,RSPH9,"Ciliary dyskinesia, primary, 12",OMIM:612650,AR,fatigability / low stamina concern; growth / weight concern; recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0190,DNAAF1,"Ciliary dyskinesia, primary, 13",OMIM:613193,AR,recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0100,CCDC39,"Ciliary dyskinesia, primary, 14",OMIM:613807,AR,gastrointestinal concern; recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0101,CCDC40,"Ciliary dyskinesia, primary, 15",OMIM:613808,AR,recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0204,DNAL1,"Ciliary dyskinesia, primary, 16",OMIM:614017,AR,recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0099,DNAAF19,"Ciliary dyskinesia, primary, 17",OMIM:614679,AR,recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0195,DNAAF5,"Ciliary dyskinesia, primary, 18",OMIM:614874,AR,gastrointestinal concern; recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0191,DNAAF11,"Ciliary dyskinesia, primary, 19",OMIM:614935,AR,recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0193,DNAAF3,"Ciliary dyskinesia, primary, 2",OMIM:606763,AR,hearing concern; recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0443,ODAD1,"Ciliary dyskinesia, primary, 20",OMIM:615067,AR,recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0210,DRC1,"Ciliary dyskinesia, primary, 21",OMIM:615294,AR,recurrent / unusual infection concern; respiratory concern
D0667,ZMYND10,"Ciliary dyskinesia, primary, 22",OMIM:615444,AR,recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0444,ODAD2,"Ciliary dyskinesia, primary, 23",OMIM:615451,AR,recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0539,RSPH1,"Ciliary dyskinesia, primary, 24",OMIM:615481,AR,recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0194,DNAAF4,"Ciliary dyskinesia, primary, 25",OMIM:615482,AR,gastrointestinal concern; recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0117,CFAP298,"Ciliary dyskinesia, primary, 26",OMIM:615500,AR,recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0102,DRC2,"Ciliary dyskinesia, primary, 27",OMIM:615504,AR,recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0605,SPAG1,"Ciliary dyskinesia, primary, 28",OMIM:615505,AR,recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0103,CCNO,"Ciliary dyskinesia, primary, 29",OMIM:615872,AR,recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0198,DNAH5,"Ciliary dyskinesia, primary, 3",OMIM:608644,AR,recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0445,ODAD3,"Ciliary dyskinesia, primary, 30",OMIM:616037,AR,recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0540,RSPH3,"Ciliary dyskinesia, primary, 32",OMIM:616481,AR,recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0272,DRC4,"Ciliary dyskinesia, primary, 33",OMIM:616726,AR,hearing concern; recurrent / unusual infection concern; respiratory concern
D0446,ODAD4,"Ciliary dyskinesia, primary, 35",OMIM:617092,AR,gastrointestinal concern; recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0196,DNAAF6,"Ciliary dyskinesia, primary, 36, X-linked",OMIM:300991,XLR,recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0118,CFAP300,"Ciliary dyskinesia, primary, 38",OMIM:618063,AR,hearing concern; recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0383,LRRC56,"Ciliary dyskinesia, primary, 39",OMIM:618254,AR,recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0199,DNAH9,"Ciliary dyskinesia, primary, 40",OMIM:618300,AR,recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0394,MCIDAS,"Ciliary dyskinesia, primary, 42",OMIM:618695,AR,recurrent / unusual infection concern; respiratory concern
D0257,FOXJ1,"Ciliary dyskinesia, primary, 43",OMIM:618699,AD,gastrointestinal concern; recurrent / unusual infection concern; respiratory concern
D0197,DNAH11,"Ciliary dyskinesia, primary, 7",OMIM:611884,AR,recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0201,DNAI2,"Ciliary dyskinesia, primary, 9",OMIM:612444,AR,recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern
D0061,ASS1,Citrullinemia,OMIM:215700,AR,developmental delay concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; language / cognitive concern; renal / urinary concern; seizure-like event concern
D0575,SLC25A13,"Citrullinemia, type II, neonatal-onset",OMIM:605814,AR,gastrointestinal concern; growth / weight concern
D0152,COQ2,"Coenzyme Q10 deficiency, primary, 1",OMIM:607426,AR,developmental delay concern; fatigability / low stamina concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; hearing concern; hematologic / bleeding concern; language / cognitive concern; motor weakness concern; renal / urinary concern; respiratory / cardiopulmonary concern; seizure-like event concern; vision / ocular tracking concern
D0154,COQ6,"Coenzyme Q10 deficiency, primary, 6",OMIM:614650,AR,hearing concern; renal / urinary concern; seizure-like event concern
D0153,COQ4,"Coenzyme Q10 deficiency, primary, 7",OMIM:616276,AR,developmental delay concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; hearing concern; language / cognitive concern; motor weakness concern; musculoskeletal concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern; seizure-like event concern; skin concern; vision / ocular tracking concern
D0055,ARID1B,Coffin-Siris syndrome 1,OMIM:135900,AD,developmental delay concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; hearing concern; language / cognitive concern; musculoskeletal concern; recurrent / unusual infection concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern; seizure-like event concern; skin concern; social interaction / behavioral concern; vision / ocular tracking concern
D0411,MTHFD1,Combined immunodeficiency and megaloblastic anemia with or without hyperhomocysteinemia,OMIM:617780,AR,developmental delay concern; gastrointestinal concern; hearing concern; hematologic / bleeding concern; language / cognitive concern; recurrent / unusual infection concern; respiratory concern; seizure-like event concern; skin concern
D0506,PROP1,Combined pituitary hormone deficiency 2,OMIM:262600,AR,growth / weight concern; seizure-like event concern
D0120,CFB,Complement factor B deficiency,OMIM:615561,AR,gastrointestinal concern; recurrent / unusual infection concern; respiratory concern
D0121,CFD,Complement factor D deficiency,OMIM:613912,AR,recurrent / unusual infection concern
D0122,CFH,Complement factor H deficiency,OMIM:609814,AR,recurrent / unusual infection concern; renal / urinary concern
D0123,CFI,Complement factor I deficiency,OMIM:610984,AR,recurrent / unusual infection concern; renal / urinary concern; respiratory concern; skin concern
D0409,MPI,"Congenital disorder of glycosylation, type Ib",OMIM:602579,AR,gastrointestinal concern; growth / weight concern; hematologic / bleeding concern; renal / urinary concern
D0484,PGM1,"Congenital disorder of glycosylation, type It",OMIM:614921,AR,developmental delay concern; fatigability / low stamina concern; gastrointestinal concern; growth / weight concern; motor weakness concern; recurrent / unusual infection concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern
D0654,UROS,Congenital erythropoietic porphyria,OMIM:263700,AR,gastrointestinal concern; growth / weight concern; hematologic / bleeding concern; musculoskeletal concern; recurrent / unusual infection concern; renal / urinary concern; skin concern
D0025,AGPAT2,Congenital generalized lipodystrophy type 1,OMIM:608594,AR,developmental delay concern; gastrointestinal concern; growth / weight concern; language / cognitive concern; musculoskeletal concern; recurrent / unusual infection concern; renal / urinary concern; respiratory / cardiopulmonary concern; skin concern; social interaction / behavioral concern
D0620,SYT2,Congenital myasthenic syndrome 7 (4A),OMIM:616040,AD,developmental delay concern; gait / coordination concern; hearing concern; motor weakness concern; musculoskeletal concern
D0621,SYT2,Congenital myasthenic syndrome 7 (4B),OMIM:619461,AR,feeding / swallowing concern; gastrointestinal concern; growth / weight concern; language / cognitive concern; motor weakness concern; musculoskeletal concern; respiratory / cardiopulmonary concern; respiratory concern; vision / ocular tracking concern
